X;Temperature_Explicit;Temperature_Implicit
0,327485;23,859633;23,859633
0,329435;23,812842;23,812842
0,331384;23,766506;23,766506
0,333333;23,720623;23,720623
0,335283;23,675191;23,675191
0,337232;23,630206;23,630206
0,339181;23,585666;23,585666
0,341131;23,541567;23,541567
0,343080;23,497906;23,497906
0,345029;23,454681;23,454681
0,346979;23,411889;23,411889
0,348928;23,369526;23,369526
0,350877;23,327590;23,327590
0,352827;23,286078;23,286078
0,354776;23,244987;23,244987
0,356725;23,204314;23,204314
0,358674;23,164057;23,164057
0,360624;23,124211;23,124211
0,362573;23,084775;23,084775
0,364522;23,045745;23,045745
0,366472;23,007119;23,007119
0,368421;22,968893;22,968893
0,370370;22,931065;22,931065
0,372320;22,893632;22,893632
0,374269;22,856591;22,856591
0,376218;22,819939;22,819939
0,378168;22,783673;22,783673
0,380117;22,747791;22,747791
0,382066;22,712289;22,712289
0,384016;22,677165;22,677165
0,385965;22,642415;22,642415
0,387914;22,608037;22,608037
0,389864;22,574029;22,574029
0,391813;22,540387;22,540387
0,393762;22,507108;22,507108
0,395712;22,474190;22,474190
0,397661;22,441630;22,441630
0,399610;22,409424;22,409424
0,401559;22,377571;22,377571
0,403509;22,346068;22,346068
0,405458;22,314911;22,314911
0,407407;22,284098;22,284098
0,409357;22,253626;22,253626
0,411306;22,223493;22,223493
0,413255;22,193695;22,193695
0,415205;22,164230;22,164230
0,417154;22,135095;22,135095
0,419103;22,106288;22,106288
0,421053;22,077805;22,077805
0,423002;22,049645;22,049645
0,424951;22,021803;22,021803
0,426901;21,994279;21,994279
0,428850;21,967068;21,967068
0,430799;21,940169;21,940169
0,432749;21,913578;21,913578
0,434698;21,887294;21,887294
0,436647;21,861312;21,861312
0,438596;21,835632;21,835632
0,440546;21,810250;21,810250
0,442495;21,785163;21,785163
0,444444;21,760369;21,760369
0,446394;21,735865;21,735865
0,448343;21,711650;21,711650
0,450292;21,687719;21,687719
0,452242;21,664072;21,664072
0,454191;21,640704;21,640704
0,456140;21,617614;21,617614
0,458090;21,594799;21,594799
0,460039;21,572257;21,572257
0,461988;21,549985;21,549985
0,463938;21,527980;21,527980
0,465887;21,506241;21,506241
0,467836;21,484764;21,484764
0,469786;21,463548;21,463548
0,471735;21,442590;21,442590
0,473684;21,421887;21,421887
0,475634;21,401437;21,401437
0,477583;21,381237;21,381237
0,479532;21,361286;21,361286
0,481481;21,341581;21,341581
0,483431;21,322119;21,322119
0,485380;21,302898;21,302898
0,487329;21,283917;21,283917
0,489279;21,265171;21,265171
0,491228;21,246660;21,246660
0,493177;21,228381;21,228381
0,495127;21,210332;21,210332
0,497076;21,192510;21,192510
0,499025;21,174913;21,174913
0,500975;21,157539;21,157539
0,502924;21,140386;21,140386
0,504873;21,123451;21,123451
0,506823;21,106732;21,106732
0,508772;21,090228;21,090228
0,510721;21,073935;21,073935
0,512671;21,057852;21,057852
0,514620;21,041976;21,041976
0,516569;21,026307;21,026307
0,518519;21,010840;21,010840
0,520468;20,995575;20,995575
0,522417;20,980508;20,980508
0,524366;20,965639;20,965639
0,526316;20,950965;20,950965
0,528265;20,936484;20,936484
0,530214;20,922194;20,922194
0,532164;20,908092;20,908092
0,534113;20,894178;20,894178
0,536062;20,880448;20,880448
0,538012;20,866901;20,866901
0,539961;20,853535;20,853535
0,541910;20,840348;20,840348
0,543860;20,827339;20,827339
0,545809;20,814504;20,814504
0,547758;20,801842;20,801842
0,549708;20,789352;20,789352
0,551657;20,777031;20,777031
0,553606;20,764878;20,764878
0,555556;20,752890;20,752890
0,557505;20,741067;20,741067
0,559454;20,729405;20,729405
0,561404;20,717903;20,717903
0,563353;20,706560;20,706560
0,565302;20,695374;20,695374
0,567251;20,684342;20,684342
0,569201;20,673464;20,673464
0,571150;20,662736;20,662736
0,573099;20,652159;20,652159
0,575049;20,641729;20,641729
0,576998;20,631445;20,631445
0,578947;20,621306;20,621306
0,580897;20,611310;20,611310
0,582846;20,601455;20,601455
0,584795;20,591739;20,591739
0,586745;20,582162;20,582162
0,588694;20,572720;20,572720
0,590643;20,563413;20,563413
0,592593;20,554239;20,554239
0,594542;20,545197;20,545197
0,596491;20,536284;20,536284
0,598441;20,527500;20,527500
0,600390;20,518843;20,518843
0,602339;20,510311;20,510311
0,604288;20,501902;20,501902
0,606238;20,493616;20,493616
0,608187;20,485451;20,485451
0,610136;20,477405;20,477405
0,612086;20,469476;20,469476
0,614035;20,461665;20,461665
0,615984;20,453968;20,453968
0,617934;20,446384;20,446384
0,619883;20,438913;20,438913
0,621832;20,431552;20,431552
0,623782;20,424301;20,424301
0,625731;20,417157;20,417157
0,627680;20,410121;20,410121
0,629630;20,403189;20,403189
0,631579;20,396361;20,396361
0,633528;20,389636;20,389636
0,635478;20,383013;20,383013
0,637427;20,376489;20,376489
0,639376;20,370064;20,370064
0,641326;20,363736;20,363736
0,643275;20,357505;20,357505
0,645224;20,351368;20,351368
0,647173;20,345326;20,345326
0,649123;20,339375;20,339375
0,651072;20,333516;20,333516
0,653021;20,327747;20,327747
0,654971;20,322067;20,322067
0,656920;20,316475;20,316475
0,658869;20,310969;20,310969
0,660819;20,305549;20,305549
0,662768;20,300213;20,300213
0,664717;20,294960;20,294960
0,666667;20,289789;20,289789
0,668616;20,284699;20,284699
0,670565;20,279689;20,279689
0,672515;20,274758;20,274758
0,674464;20,269904;20,269904
0,676413;20,265127;20,265127
0,678363;20,260425;20,260425
0,680312;20,255799;20,255799
0,682261;20,251245;20,251245
0,684211;20,246764;20,246764
0,686160;20,242355;20,242355
0,688109;20,238016;20,238016
0,690058;20,233747;20,233747
0,692008;20,229546;20,229546
0,693957;20,225413;20,225413
0,695906;20,221347;20,221347
0,697856;20,217346;20,217346
0,699805;20,213410;20,213410
0,701754;20,209538;20,209538
0,703704;20,205729;20,205729
0,705653;20,201982;20,201982
0,707602;20,198297;20,198297
0,709552;20,194671;20,194671
0,711501;20,191105;20,191105
0,713450;20,187598;20,187598
0,715400;20,184148;20,184148
0,717349;20,180755;20,180755
0,719298;20,177419;20,177419
0,721248;20,174137;20,174137
0,723197;20,170910;20,170910
0,725146;20,167737;20,167737
0,727096;20,164617;20,164617
0,729045;20,161548;20,161548
0,730994;20,158531;20,158531
0,732943;20,155565;20,155565
0,734893;20,152648;20,152648
0,736842;20,149780;20,149780
0,738791;20,146961;20,146961
0,740741;20,144189;20,144189
0,742690;20,141464;20,141464
0,744639;20,138786;20,138786
0,746589;20,136152;20,136152
0,748538;20,133564;20,133564
0,750487;20,131019;20,131019
0,752437;20,128518;20,128518
0,754386;20,126060;20,126060
0,756335;20,123644;20,123644
0,758285;20,121269;20,121269
0,760234;20,118935;20,118935
0,762183;20,116641;20,116641
0,764133;20,114387;20,114387
0,766082;20,112171;20,112171
0,768031;20,109994;20,109994
0,769981;20,107855;20,107855
0,771930;20,105752;20,105752
0,773879;20,103687;20,103687
0,775828;20,101657;20,101657
0,777778;20,099662;20,099662
0,779727;20,097702;20,097702
0,781676;20,095776;20,095776
0,783626;20,093885;20,093885
0,785575;20,092026;20,092026
0,787524;20,090199;20,090199
0,789474;20,088405;20,088405
0,791423;20,086642;20,086642
0,793372;20,084911;20,084911
0,795322;20,083209;20,083209
0,797271;20,081538;20,081538
0,799220;20,079896;20,079896
0,801170;20,078284;20,078284
0,803119;20,076699;20,076699
0,805068;20,075143;20,075143
0,807018;20,073614;20,073614
0,808967;20,072113;20,072113
0,810916;20,070638;20,070638
0,812865;20,069189;20,069189
0,814815;20,067766;20,067766
0,816764;20,066368;20,066368
0,818713;20,064995;20,064995
0,820663;20,063646;20,063646
0,822612;20,062322;20,062322
0,824561;20,061020;20,061020
0,826511;20,059742;20,059742
0,828460;20,058487;20,058487
0,830409;20,057254;20,057254
0,832359;20,056043;20,056043
0,834308;20,054854;20,054854
0,836257;20,053686;20,053686
0,838207;20,052538;20,052538
0,840156;20,051411;20,051411
0,842105;20,050304;20,050304
0,844055;20,049216;20,049216
0,846004;20,048148;20,048148
0,847953;20,047098;20,047098
0,849903;20,046067;20,046067
0,851852;20,045055;20,045055
0,853801;20,044060;20,044060
0,855750;20,043083;20,043083
0,857700;20,042123;20,042123
0,859649;20,041179;20,041179
0,861598;20,040253;20,040253
0,863548;20,039342;20,039342
0,865497;20,038447;20,038447
0,867446;20,037568;20,037568
0,869396;20,036704;20,036704
0,871345;20,035855;20,035855
0,873294;20,035021;20,035021
0,875244;20,034201;20,034201
0,877193;20,033395;20,033395
0,879142;20,032603;20,032603
0,881092;20,031824;20,031824
0,883041;20,031058;20,031058
0,884990;20,030305;20,030305
0,886940;20,029565;20,029565
0,888889;20,028837;20,028837
0,890838;20,028121;20,028121
0,892788;20,027417;20,027417
0,894737;20,026725;20,026725
0,896686;20,026043;20,026043
0,898635;20,025373;20,025373
0,900585;20,024713;20,024713
0,902534;20,024064;20,024064
0,904483;20,023425;20,023425
0,906433;20,022796;20,022796
0,908382;20,022177;20,022177
0,910331;20,021567;20,021567
0,912281;20,020967;20,020967
0,914230;20,020375;20,020375
0,916179;20,019793;20,019793
0,918129;20,019218;20,019218
0,920078;20,018652;20,018652
0,922027;20,018095;20,018095
0,923977;20,017545;20,017545
0,925926;20,017002;20,017002
0,927875;20,016467;20,016467
0,929825;20,015939;20,015939
0,931774;20,015419;20,015419
0,933723;20,014905;20,014905
0,935673;20,014397;20,014397
0,937622;20,013896;20,013896
0,939571;20,013401;20,013401
0,941520;20,012911;20,012911
0,943470;20,012428;20,012428
0,945419;20,011950;20,011950
0,947368;20,011477;20,011477
0,949318;20,011009;20,011009
0,951267;20,010547;20,010547
0,953216;20,010088;20,010088
0,955166;20,009635;20,009635
0,957115;20,009185;20,009185
0,959064;20,008740;20,008740
0,961014;20,008299;20,008299
0,962963;20,007861;20,007861
0,964912;20,007427;20,007427
0,966862;20,006996;20,006996
0,968811;20,006569;20,006569
0,970760;20,006144;20,006144
0,972710;20,005722;20,005722
0,974659;20,005303;20,005303
0,976608;20,004886;20,004886
0,978558;20,004471;20,004471
0,980507;20,004058;20,004058
0,982456;20,003647;20,003647
0,984405;20,003238;20,003238
0,986355;20,002830;20,002830
0,988304;20,002423;20,002423
0,990253;20,002018;20,002018
0,992203;20,001613;20,001613
0,994152;20,001209;20,001209
0,996101;20,000806;20,000806
0,998051;20,000403;20,000403
1,000000;20,000000;20,000000
