XExplicitImplicitC-N
0,000000;26,9948;27,0716;27,0713
0,001949;26,8382;24,3249;26,9126
0,003899;26,6817;22,4306;26,7562
0,005848;26,5298;21,2462;26,6020
0,007797;26,3778;20,5794;26,4501
0,009747;26,2303;20,2430;26,3004
0,011696;26,0829;20,0915;26,1530
0,013645;25,9399;20,0309;26,0079
0,015595;25,7970;20,0093;25,8650
0,017544;25,6586;20,0025;25,7244
0,019493;25,5202;20,0006;25,5861
0,021442;25,3862;20,0001;25,4499
0,023392;25,2523;20,0000;25,3161
0,025341;25,1228;20,0000;25,1844
0,027290;24,9933;20,0000;25,0550
0,029240;24,8682;20,0002;24,9278
0,031189;24,7432;20,0010;24,8028
0,033138;24,6225;20,0040;24,6800
0,035088;24,5018;20,0143;24,5593
0,037037;24,3855;20,0457;24,4409
0,038986;24,2692;20,1304;24,3246
0,040936;24,1571;20,3333;24,2105
0,042885;24,0451;20,7662;24,0985
0,044834;23,9373;21,5916;23,9887
0,046784;23,8295;23,0039;23,8809
0,048733;23,7259;25,1847;23,7753
0,050682;23,6222;27,0716;23,6717
0,052632;23,5227;;23,5702
0,054581;23,4232;;23,4707
0,056530;23,3278;;23,3733
0,058480;23,2323;;23,2779
0,060429;23,1408;;23,1845
0,062378;23,0493;;23,0931
0,064327;22,9618;;23,0036
0,066277;22,8742;;22,9160
0,068226;22,7904;;22,8304
0,070175;22,7066;;22,7467
0,072125;22,6265;;22,6648
0,074074;22,5465;;22,5848
0,076023;22,4701;;22,5066
0,077973;22,3937;;22,4302
0,079922;22,3208;;22,3556
0,081871;22,2479;;22,2828
0,083821;22,1785;;22,2117
0,085770;22,1091;;22,1424
0,087719;22,0431;;22,0747
0,089669;21,9770;;22,0087
0,091618;21,9143;;21,9443
0,093567;21,8515;;21,8816
0,095517;21,7919;;21,8204
0,097466;21,7323;;21,7608
0,099415;21,6757;;21,7028
0,101365;21,6192;;21,6463
0,103314;21,5656;;21,5913
0,105263;21,5120;;21,5377
0,107212;21,4613;;21,4856
0,109162;21,4106;;21,4349
0,111111;21,3626;;21,3856
0,113060;21,3147;;21,3377
0,115010;21,2694;;21,2911
0,116959;21,2241;;21,2459
0,118908;21,1813;;21,2019
0,120858;21,1386;;21,1592
0,122807;21,0983;;21,1177
0,124756;21,0581;;21,0775
0,126706;21,0202;;21,0384
0,128655;20,9822;;21,0005
0,130604;20,9466;;20,9638
0,132554;20,9109;;20,9281
0,134503;20,8775;;20,8936
0,136452;20,8440;;20,8601
0,138402;20,8125;;20,8277
0,140351;20,7811;;20,7963
0,142300;20,7517;;20,7659
0,144250;20,7222;;20,7365
0,146199;20,6947;;20,7080
0,148148;20,6671;;20,6804
0,150097;20,6413;;20,6538
0,152047;20,6155;;20,6280
0,153996;20,5915;;20,6031
0,155945;20,5674;;20,5791
0,157895;20,5449;;20,5558
0,159844;20,5224;;20,5334
0,161793;20,5015;;20,5117
0,163743;20,4806;;20,4907
0,165692;20,4611;;20,4706
0,167641;20,4416;;20,4511
0,169591;20,4235;;20,4323
0,171540;20,4053;;20,4142
0,173489;20,3885;;20,3967
0,175439;20,3717;;20,3799
0,177388;20,3561;;20,3637
0,179337;20,3404;;20,3481
0,181287;20,3260;;20,3331
0,183236;20,3115;;20,3186
0,185185;20,2981;;20,3047
0,187135;20,2847;;20,2913
0,189084;20,2724;;20,2784
0,191033;20,2600;;20,2661
0,192982;20,2485;;20,2542
0,194932;20,2371;;20,2427
0,196881;20,2266;;20,2318
0,198830;20,2160;;20,2212
0,200780;20,2063;;20,2111
0,202729;20,1966;;20,2014
0,204678;20,1877;;20,1921
0,206628;20,1787;;20,1832
0,208577;20,1705;;20,1746
0,210526;20,1623;;20,1664
0,212476;20,1548;;20,1585
0,214425;20,1472;;20,1510
0,216374;20,1403;;20,1438
0,218324;20,1334;;20,1368
0,220273;20,1271;;20,1302
0,222222;20,1208;;20,1239
0,224172;20,1150;;20,1179
0,226121;20,1092;;20,1121
0,228070;20,1039;;20,1065
0,230019;20,0986;;20,1012
0,231969;20,0938;;20,0962
0,233918;20,0889;;20,0914
0,235867;20,0845;;20,0868
0,237817;20,0801;;20,0824
0,239766;20,0761;;20,0782
0,241715;20,0721;;20,0742
0,243665;20,0685;;20,0703
0,245614;20,0649;;20,0667
0,247563;20,0616;;20,0632
0,249513;20,0582;;20,0599
0,251462;20,0552;;20,0568
0,253411;20,0523;;20,0538
0,255361;20,0495;;20,0509
0,257310;20,0468;;20,0482
0,259259;20,0444;;20,0456
0,261209;20,0419;;20,0432
0,263158;20,0397;;20,0408
0,265107;20,0375;;20,0386
0,267057;20,0355;;20,0365
0,269006;20,0335;;20,0345
0,270955;20,0316;;20,0326
0,272904;20,0298;;20,0308
0,274854;20,0282;;20,0291
0,276803;20,0266;;20,0274
0,278752;20,0251;;20,0259
0,280702;20,0237;;20,0244
0,282651;20,0223;;20,0230
0,284600;20,0210;;20,0217
