XExplicitImplicitC-N
0,286550;20,0198;;20,0205
0,288499;20,0187;;20,0193
0,290448;20,0176;;20,0182
0,292398;20,0166;;20,0171
0,294347;20,0156;;20,0161
0,296296;20,0147;;20,0152
0,298246;20,0138;;20,0143
0,300195;20,0130;;20,0134
0,302144;20,0122;;20,0126
0,304094;20,0115;;20,0119
0,306043;20,0108;;20,0112
0,307992;20,0101;;20,0105
0,309942;20,0095;;20,0098
0,311891;20,0089;;20,0092
0,313840;20,0084;;20,0087
0,315789;20,0079;;20,0081
0,317739;20,0074;;20,0076
0,319688;20,0069;;20,0072
0,321637;20,0065;;20,0067
0,323587;20,0061;;20,0063
0,325536;20,0057;;20,0059
0,327485;20,0053;;20,0055
0,329435;20,0050;;20,0052
0,331384;20,0047;;20,0048
0,333333;20,0044;;20,0045
0,335283;20,0041;;20,0042
0,337232;20,0038;;20,0040
0,339181;20,0036;;20,0037
0,341131;20,0033;;20,0035
0,343080;20,0031;;20,0032
0,345029;20,0029;;20,0030
0,346979;20,0027;;20,0028
0,348928;20,0025;;20,0026
0,350877;20,0024;;20,0025
0,352827;20,0022;;20,0023
0,354776;20,0021;;20,0022
0,356725;20,0019;;20,0020
0,358674;20,0018;;20,0019
0,360624;20,0017;;20,0017
0,362573;20,0016;;20,0016
0,364522;20,0015;;20,0015
0,366472;20,0014;;20,0014
0,368421;20,0013;;20,0013
0,370370;20,0012;;20,0012
0,372320;20,0011;;20,0011
0,374269;20,0010;;20,0011
0,376218;20,0009;;20,0010
0,378168;20,0009;;20,0009
0,380117;20,0008;;20,0008
0,382066;20,0008;;20,0008
0,384016;20,0007;;20,0007
0,385965;20,0007;;20,0007
0,387914;20,0006;;20,0006
0,389864;20,0006;;20,0006
0,391813;20,0005;;20,0005
0,393762;20,0005;;20,0005
0,395712;20,0004;;20,0005
0,397661;20,0004;;20,0004
0,399610;20,0004;;20,0004
0,401559;20,0004;;20,0004
0,403509;20,0003;;20,0003
0,405458;20,0003;;20,0003
0,407407;20,0003;;20,0003
0,409357;20,0003;;20,0003
0,411306;20,0002;;20,0003
0,413255;20,0002;;20,0002
0,415205;20,0002;;20,0002
0,417154;20,0002;;20,0002
0,419103;20,0002;;20,0002
0,421053;20,0002;;20,0002
0,423002;20,0001;;20,0002
0,424951;20,0001;;20,0001
0,426901;20,0001;;20,0001
0,428850;20,0001;;20,0001
0,430799;20,0001;;20,0001
0,432749;20,0001;;20,0001
0,434698;20,0001;;20,0001
0,436647;20,0001;;20,0001
0,438596;20,0001;;20,0001
0,440546;20,0001;;20,0001
0,442495;20,0001;;20,0001
0,444444;20,0001;;20,0001
0,446394;20,0001;;20,0001
0,448343;20,0001;;20,0001
0,450292;20,0000;;20,0001
0,452242;20,0000;;20,0000
0,454191;20,0000;;20,0000
0,456140;20,0000;;20,0000
0,458090;20,0000;;20,0000
0,460039;20,0000;;20,0000
0,461988;20,0000;;20,0000
0,463938;20,0000;;20,0000
0,465887;20,0000;;20,0000
0,467836;20,0000;;20,0000
0,469786;20,0000;;20,0000
0,471735;20,0000;;20,0000
0,473684;20,0000;;20,0000
0,475634;20,0000;;20,0000
0,477583;20,0000;;20,0000
0,479532;20,0000;;20,0000
0,481481;20,0000;;20,0000
0,483431;20,0000;;20,0000
0,485380;20,0000;;20,0000
0,487329;20,0000;;20,0000
0,489279;20,0000;;20,0000
0,491228;20,0000;;20,0000
0,493177;20,0000;;20,0000
0,495127;20,0000;;20,0000
0,497076;20,0000;;20,0000
0,499025;20,0000;;20,0000
0,500975;20,0000;;20,0000
0,502924;20,0000;;20,0000
0,504873;20,0000;;20,0000
0,506823;20,0000;;20,0000
0,508772;20,0000;;20,0000
0,510721;20,0000;;20,0000
0,512671;20,0000;;20,0000
0,514620;20,0000;;20,0000
0,516569;20,0000;;20,0000
0,518519;20,0000;;20,0000
0,520468;20,0000;;20,0000
0,522417;20,0000;;20,0000
0,524366;20,0000;;20,0000
0,526316;20,0000;;20,0000
0,528265;20,0000;;20,0000
0,530214;20,0000;;20,0000
0,532164;20,0000;;20,0000
0,534113;20,0000;;20,0000
0,536062;20,0000;;20,0000
0,538012;20,0000;;20,0000
0,539961;20,0000;;20,0000
0,541910;20,0000;;20,0000
0,543860;20,0000;;20,0000
0,545809;20,0000;;20,0000
0,547758;20,0000;;20,0000
0,549708;20,0000;;20,0001
0,551657;20,0001;;20,0001
0,553606;20,0001;;20,0001
0,555556;20,0001;;20,0001
0,557505;20,0001;;20,0001
0,559454;20,0001;;20,0001
0,561404;20,0001;;20,0001
0,563353;20,0001;;20,0001
0,565302;20,0001;;20,0001
0,567251;20,0001;;20,0001
0,569201;20,0001;;20,0001
0,571150;20,0001;;20,0001
0,573099;20,0001;;20,0001
0,575049;20,0001;;20,0001
0,576998;20,0001;;20,0002
0,578947;20,0002;;20,0002
0,580897;20,0002;;20,0002
0,582846;20,0002;;20,0002
0,584795;20,0002;;20,0002
0,586745;20,0002;;20,0002
0,588694;20,0002;;20,0003
0,590643;20,0003;;20,0003
0,592593;20,0003;;20,0003
0,594542;20,0003;;20,0003
0,596491;20,0003;;20,0003
0,598441;20,0004;;20,0004
0,600390;20,0004;;20,0004
0,602339;20,0004;;20,0004
0,604288;20,0004;;20,0005
0,606238;20,0005;;20,0005
0,608187;20,0005;;20,0005
0,610136;20,0006;;20,0006
0,612086;20,0006;;20,0006
0,614035;20,0007;;20,0007
0,615984;20,0007;;20,0007
0,617934;20,0008;;20,0008
0,619883;20,0008;;20,0008
0,621832;20,0009;;20,0009
0,623782;20,0009;;20,0010
0,625731;20,0010;;20,0011
0,627680;20,0011;;20,0011
0,629630;20,0012;;20,0012
0,631579;20,0013;;20,0013
0,633528;20,0014;;20,0014
0,635478;20,0015;;20,0015
0,637427;20,0016;;20,0016
0,639376;20,0017;;20,0017
0,641326;20,0018;;20,0019
0,643275;20,0019;;20,0020
0,645224;20,0021;;20,0022
0,647173;20,0022;;20,0023
0,649123;20,0024;;20,0025
0,651072;20,0025;;20,0026
0,653021;20,0027;;20,0028
0,654971;20,0029;;20,0030
0,656920;20,0031;;20,0032
0,658869;20,0033;;20,0035
0,660819;20,0036;;20,0037
0,662768;20,0038;;20,0040
0,664717;20,0041;;20,0042
0,666667;20,0044;;20,0045
0,668616;20,0047;;20,0048
0,670565;20,0050;;20,0052
0,672515;20,0053;;20,0055
0,674464;20,0057;;20,0059
0,676413;20,0061;;20,0063
0,678363;20,0065;;20,0067
0,680312;20,0069;;20,0072
0,682261;20,0074;;20,0076
0,684211;20,0079;;20,0081
0,686160;20,0084;;20,0087
0,688109;20,0089;;20,0092
0,690058;20,0095;;20,0098
0,692008;20,0101;;20,0105
0,693957;20,0108;;20,0112
0,695906;20,0115;;20,0119
0,697856;20,0122;;20,0126
0,699805;20,0130;;20,0134
0,701754;20,0138;;20,0143
0,703704;20,0147;;20,0152
0,705653;20,0156;;20,0161
0,707602;20,0166;;20,0171
0,709552;20,0176;;20,0182
0,711501;20,0187;;20,0193
0,713450;20,0198;;20,0205
0,715400;20,0210;;20,0217
0,717349;20,0223;;20,0230
0,719298;20,0237;;20,0244
0,721248;20,0251;;20,0259
0,723197;20,0266;;20,0274
0,725146;20,0282;;20,0291
0,727096;20,0298;;20,0308
0,729045;20,0316;;20,0326
0,730994;20,0335;;20,0345
0,732943;20,0355;;20,0365
0,734893;20,0375;;20,0386
0,736842;20,0397;;20,0408
0,738791;20,0419;;20,0432
0,740741;20,0444;;20,0456
0,742690;20,0468;;20,0482
0,744639;20,0495;;20,0509
0,746589;20,0523;;20,0538
0,748538;20,0552;;20,0568
0,750487;20,0582;;20,0599
0,752437;20,0616;;20,0632
0,754386;20,0649;;20,0667
0,756335;20,0685;;20,0703
0,758285;20,0721;;20,0742
0,760234;20,0761;;20,0782
0,762183;20,0801;;20,0824
0,764133;20,0845;;20,0868
0,766082;20,0889;;20,0914
0,768031;20,0938;;20,0962
0,769981;20,0986;;20,1012
0,771930;20,1039;;20,1065
0,773879;20,1092;;20,1121
0,775828;20,1150;;20,1179
0,777778;20,1208;;20,1239
0,779727;20,1271;;20,1302
0,781676;20,1334;;20,1368
0,783626;20,1403;;20,1438
0,785575;20,1472;;20,1510
0,787524;20,1548;;20,1585
0,789474;20,1623;;20,1664
0,791423;20,1705;;20,1746
0,793372;20,1787;;20,1832
0,795322;20,1877;;20,1921
0,797271;20,1966;;20,2014
0,799220;20,2063;;20,2111
0,801170;20,2160;;20,2212
0,803119;20,2266;;20,2318
0,805068;20,2371;;20,2427
0,807018;20,2485;;20,2542
0,808967;20,2600;;20,2661
0,810916;20,2724;;20,2784
0,812865;20,2847;;20,2913
0,814815;20,2981;;20,3047
0,816764;20,3115;;20,3186
0,818713;20,3260;;20,3331
0,820663;20,3404;;20,3481
0,822612;20,3561;;20,3637
0,824561;20,3717;;20,3799
0,826511;20,3885;;20,3967
0,828460;20,4053;;20,4142
0,830409;20,4235;;20,4323
0,832359;20,4416;;20,4511
0,834308;20,4611;;20,4706
0,836257;20,4806;;20,4907
0,838207;20,5015;;20,5117
0,840156;20,5224;;20,5334
0,842105;20,5449;;20,5558
0,844055;20,5674;;20,5791
0,846004;20,5915;;20,6031
0,847953;20,6155;;20,6280
0,849903;20,6413;;20,6538
0,851852;20,6671;;20,6804
0,853801;20,6947;;20,7080
0,855750;20,7222;;20,7365
0,857700;20,7517;;20,7659
0,859649;20,7811;;20,7963
0,861598;20,8125;;20,8277
0,863548;20,8440;;20,8601
0,865497;20,8775;;20,8936
0,867446;20,9109;;20,9281
0,869396;20,9466;;20,9638
0,871345;20,9822;;21,0005
0,873294;21,0202;;21,0384
0,875244;21,0581;;21,0775
0,877193;21,0983;;21,1177
0,879142;21,1386;;21,1592
0,881092;21,1813;;21,2019
0,883041;21,2241;;21,2459
0,884990;21,2694;;21,2911
0,886940;21,3147;;21,3377
0,888889;21,3626;;21,3856
0,890838;21,4106;;21,4349
0,892788;21,4613;;21,4856
0,894737;21,5120;;21,5377
0,896686;21,5656;;21,5913
0,898635;21,6192;;21,6463
0,900585;21,6757;;21,7028
0,902534;21,7323;;21,7608
0,904483;21,7919;;21,8204
0,906433;21,8515;;21,8816
0,908382;21,9143;;21,9443
0,910331;21,9770;;22,0087
0,912281;22,0431;;22,0747
0,914230;22,1091;;22,1424
0,916179;22,1785;;22,2117
0,918129;22,2479;;22,2828
0,920078;22,3208;;22,3556
0,922027;22,3937;;22,4302
0,923977;22,4701;;22,5066
0,925926;22,5465;;22,5848
0,927875;22,6265;;22,6648
0,929825;22,7066;;22,7467
0,931774;22,7904;;22,8304
0,933723;22,8742;;22,9160
0,935673;22,9618;;23,0036
0,937622;23,0493;;23,0931
0,939571;23,1408;;23,1845
0,941520;23,2323;;23,2779
0,943470;23,3278;;23,3733
0,945419;23,4232;;23,4707
0,947368;23,5227;;23,5702
0,949318;23,6222;;23,6717
0,951267;23,7259;;23,7753
0,953216;23,8295;;23,8809
0,955166;23,9373;;23,9887
0,957115;24,0451;;24,0985
0,959064;24,1571;;24,2105
0,961014;24,2692;;24,3246
0,962963;24,3855;;24,4409
0,964912;24,5018;;24,5593
0,966862;24,6225;;24,6800
0,968811;24,7432;;24,8028
0,970760;24,8682;;24,9278
0,972710;24,9933;;25,0550
0,974659;25,1228;;25,1844
0,976608;25,2523;;25,3161
0,978558;25,3862;;25,4499
0,980507;25,5202;;25,5861
0,982456;25,6586;;25,7244
0,984405;25,7970;;25,8650
0,986355;25,9399;;26,0079
0,988304;26,0829;;26,1530
0,990253;26,2303;;26,3004
0,992203;26,3778;;26,4501
0,994152;26,5298;;26,6020
0,996101;26,6817;;26,7562
0,998051;26,8382;;26,9126
1,000000;26,9948;;27,0713
