X;Implicit;CrankNicolson
0,000000;100,000000;100,000000
0,083333;91,666667;91,666667
0,166667;83,333333;83,333333
0,250000;75,000000;75,000000
0,333333;66,666667;66,666667
0,416667;58,333333;58,333333
0,500000;50,000000;50,000000
0,583333;41,666667;41,666667
0,666667;33,333333;33,333333
0,750000;25,000000;25,000000
0,833333;16,666667;16,666667
0,916667;8,333333;8,333333
1,000000;0,000000;0,000000
