X;Explicit;Implicit
65,692008;20,000000;20,000000
65,886940;20,000000;20,000000
66,081871;20,000000;20,000000
66,276803;20,000000;20,000000
66,471735;20,000000;20,000000
66,666667;20,000000;20,000000
66,861598;20,000000;20,000000
67,056530;20,000000;20,000000
67,251462;20,000000;20,000000
67,446394;20,000000;20,000000
67,641326;20,000000;20,000000
67,836257;20,000000;20,000000
68,031189;20,000000;20,000000
68,226121;20,000000;20,000000
68,421053;20,000000;20,000000
68,615984;20,000000;20,000000
68,810916;20,000000;20,000000
69,005848;20,000000;20,000000
69,200780;20,000000;20,000000
69,395712;20,000000;20,000000
69,590643;20,000000;20,000000
69,785575;20,000000;20,000000
69,980507;20,000000;20,000000
70,175439;20,000000;20,000000
70,370370;20,000000;20,000000
70,565302;20,000000;20,000000
70,760234;20,000000;20,000000
70,955166;20,000000;20,000000
71,150097;20,000000;20,000000
71,345029;20,000000;20,000000
71,539961;20,000000;20,000000
71,734893;20,000000;20,000000
71,929825;20,000000;20,000000
72,124756;20,000000;20,000000
72,319688;20,000000;20,000000
72,514620;20,000000;20,000000
72,709552;20,000000;20,000000
72,904483;20,000000;20,000000
73,099415;20,000000;20,000000
73,294347;20,000000;20,000000
73,489279;20,000000;20,000000
73,684211;20,000000;20,000000
73,879142;20,000000;20,000000
74,074074;20,000000;20,000000
74,269006;20,000000;20,000000
74,463938;20,000000;20,000000
74,658869;20,000000;20,000000
74,853801;20,000000;20,000000
75,048733;20,000000;20,000000
75,243665;20,000000;20,000000
75,438596;20,000000;20,000000
75,633528;20,000000;20,000000
75,828460;20,000000;20,000000
76,023392;20,000000;20,000000
76,218324;20,000000;20,000000
76,413255;20,000000;20,000000
76,608187;20,000000;20,000000
76,803119;20,000000;20,000000
76,998051;20,000000;20,000000
77,192982;20,000000;20,000000
77,387914;20,000000;20,000000
77,582846;20,000000;20,000000
77,777778;20,000000;20,000000
77,972710;20,000000;20,000000
78,167641;20,000000;20,000000
78,362573;20,000000;20,000000
78,557505;20,000000;20,000000
78,752437;20,000000;20,000000
78,947368;20,000000;20,000000
79,142300;20,000000;20,000000
79,337232;20,000000;20,000000
79,532164;20,000000;20,000000
79,727096;20,000000;20,000000
79,922027;20,000000;20,000000
80,116959;20,000000;20,000000
80,311891;20,000000;20,000000
80,506823;20,000000;20,000000
80,701754;20,000000;20,000000
80,896686;20,000000;20,000000
81,091618;20,000000;20,000000
81,286550;20,000000;20,000000
81,481481;20,000000;20,000000
81,676413;20,000000;20,000000
81,871345;20,000000;20,000000
82,066277;20,000000;20,000000
82,261209;20,000000;20,000000
82,456140;20,000000;20,000000
82,651072;20,000000;20,000000
82,846004;20,000000;20,000000
83,040936;20,000000;20,000000
83,235867;20,000000;20,000000
83,430799;20,000000;20,000000
83,625731;20,000000;20,000000
83,820663;20,000000;20,000000
