X;Implicit
0,000000;100,000000
0,083333;98,811792
0,166667;97,645718
0,250000;96,523500
0,333333;95,466043
0,416667;94,493044
0,500000;93,622630
0,583333;92,871014
0,666667;92,252198
0,750000;91,777708
0,833333;91,456385
0,916667;91,294212
1,000000;91,294212
