X;Explicit
3,587116;20,000000
3,591996;20,000000
3,596877;20,000000
3,601757;20,000000
3,606637;20,000000
3,611518;20,000000
3,616398;20,000000
3,621279;20,000000
3,626159;20,000000
3,631040;20,000000
3,635920;20,000000
3,640800;20,000000
3,645681;20,000000
3,650561;20,000000
3,655442;20,000000
3,660322;20,000000
3,665203;20,000000
3,670083;20,000000
3,674963;20,000000
3,679844;20,000000
3,684724;20,000000
3,689605;20,000000
3,694485;20,000000
3,699366;20,000000
3,704246;20,000000
3,709126;20,000000
3,714007;20,000000
3,718887;20,000000
3,723768;20,000000
3,728648;20,000000
3,733529;20,000000
3,738409;20,000000
3,743289;20,000000
3,748170;20,000000
3,753050;20,000000
3,757931;20,000000
3,762811;20,000000
3,767692;20,000000
3,772572;20,000000
3,777452;20,000000
3,782333;20,000000
3,787213;20,000000
3,792094;20,000000
3,796974;20,000000
3,801855;20,000000
3,806735;20,000000
3,811615;20,000000
3,816496;20,000000
3,821376;20,000000
3,826257;20,000000
3,831137;20,000000
3,836018;20,000000
3,840898;20,000000
3,845778;20,000000
3,850659;20,000000
3,855539;20,000000
3,860420;20,000000
3,865300;20,000000
3,870181;20,000000
3,875061;20,000000
3,879941;20,000000
3,884822;20,000000
3,889702;20,000000
3,894583;20,000000
3,899463;20,000000
3,904344;20,000000
3,909224;20,000000
3,914104;20,000000
3,918985;20,000000
3,923865;20,000000
3,928746;20,000000
3,933626;20,000000
3,938507;20,000000
3,943387;20,000000
3,948267;20,000000
3,953148;20,000000
3,958028;20,000000
3,962909;20,000000
3,967789;20,000000
3,972670;20,000000
3,977550;20,000000
3,982430;20,000000
3,987311;20,000000
3,992191;20,000000
3,997072;20,000000
4,001952;20,000000
4,006833;20,000000
4,011713;20,000000
4,016593;20,000000
4,021474;20,000000
4,026354;20,000000
4,031235;20,000000
4,036115;20,000000
4,040996;20,000000
4,045876;20,000000
4,050756;20,000000
4,055637;20,000000
4,060517;20,000000
4,065398;20,000000
4,070278;20,000000
4,075159;20,000000
4,080039;20,000000
4,084919;20,000000
4,089800;20,000000
4,094680;20,000000
4,099561;20,000000
4,104441;20,000000
4,109322;20,000000
4,114202;20,000000
4,119082;20,000000
4,123963;20,000000
4,128843;20,000000
4,133724;20,000000
4,138604;20,000000
4,143485;20,000000
4,148365;20,000000
4,153245;20,000000
4,158126;20,000000
4,163006;20,000000
4,167887;20,000000
4,172767;20,000000
4,177648;20,000000
4,182528;20,000000
4,187408;20,000000
4,192289;20,000000
4,197169;20,000000
4,202050;20,000000
4,206930;20,000000
4,211811;20,000000
4,216691;20,000000
4,221571;20,000000
4,226452;20,000000
4,231332;20,000000
4,236213;20,000000
4,241093;20,000000
4,245974;20,000000
4,250854;20,000000
4,255735;20,000000
4,260615;20,000000
4,265495;20,000000
4,270376;20,000000
4,275256;20,000000
4,280137;20,000000
4,285017;20,000000
4,289898;20,000000
4,294778;20,000000
4,299658;20,000000
4,304539;20,000000
4,309419;20,000000
4,314300;20,000000
4,319180;20,000000
4,324061;20,000000
4,328941;20,000000
4,333821;20,000000
4,338702;20,000000
4,343582;20,000000
4,348463;20,000000
4,353343;20,000000
4,358224;20,000000
4,363104;20,000000
4,367984;20,000000
4,372865;20,000000
4,377745;20,000000
4,382626;20,000000
4,387506;20,000000
4,392387;20,000000
4,397267;20,000000
4,402147;20,000000
4,407028;20,000000
4,411908;20,000000
4,416789;20,000000
4,421669;20,000000
4,426550;20,000000
4,431430;20,000000
4,436310;20,000000
4,441191;20,000000
4,446071;20,000000
4,450952;20,000000
4,455832;20,000000
4,460713;20,000000
4,465593;20,000000
4,470473;20,000000
4,475354;20,000000
4,480234;20,000000
4,485115;20,000000
4,489995;20,000000
4,494876;20,000000
4,499756;20,000000
4,504636;20,000000
4,509517;20,000000
4,514397;20,000000
4,519278;20,000000
4,524158;20,000000
4,529039;20,000000
4,533919;20,000000
4,538799;20,000000
4,543680;20,000000
4,548560;20,000000
4,553441;20,000000
4,558321;20,000000
4,563202;20,000000
4,568082;20,000000
4,572962;20,000000
4,577843;20,000000
4,582723;20,000000
4,587604;20,000000
4,592484;20,000000
4,597365;20,000000
4,602245;20,000000
4,607125;20,000000
4,612006;20,000000
4,616886;20,000000
4,621767;20,000000
4,626647;20,000000
4,631528;20,000000
4,636408;20,000000
4,641288;20,000000
4,646169;20,000000
4,651049;20,000000
4,655930;20,000000
4,660810;20,000000
4,665691;20,000000
4,670571;20,000000
4,675451;20,000000
4,680332;20,000000
4,685212;20,000000
4,690093;20,000000
4,694973;20,000000
4,699854;20,000000
4,704734;20,000000
4,709614;20,000000
4,714495;20,000000
4,719375;20,000000
4,724256;20,000000
4,729136;20,000000
4,734017;20,000000
4,738897;20,000000
4,743777;20,000000
4,748658;20,000000
4,753538;20,000000
4,758419;20,000000
4,763299;20,000000
4,768180;20,000000
4,773060;20,000000
4,777940;20,000000
4,782821;20,000000
4,787701;20,000000
4,792582;20,000000
4,797462;20,000000
4,802343;20,000000
4,807223;20,000000
4,812103;20,000000
4,816984;20,000000
4,821864;20,000000
4,826745;20,000000
4,831625;20,000000
4,836506;20,000000
4,841386;20,000000
4,846266;20,000000
4,851147;20,000000
4,856027;20,000000
4,860908;20,000000
4,865788;20,000000
4,870669;20,000000
4,875549;20,000000
4,880429;20,000000
4,885310;20,000000
4,890190;20,000000
4,895071;20,000000
4,899951;20,000000
4,904832;20,000000
4,909712;20,000000
4,914592;20,000000
4,919473;20,000000
4,924353;20,000000
4,929234;20,000000
4,934114;20,000000
4,938995;20,000000
4,943875;20,000000
4,948755;20,000000
4,953636;20,000000
4,958516;20,000000
4,963397;20,000000
4,968277;20,000000
4,973158;20,000000
4,978038;20,000000
4,982918;20,000000
4,987799;20,000000
4,992679;20,000000
4,997560;20,000000
5,002440;20,000000
5,007321;20,000000
5,012201;20,000000
5,017082;20,000000
5,021962;20,000000
5,026842;20,000000
5,031723;20,000000
5,036603;20,000000
5,041484;20,000000
5,046364;20,000000
5,051245;20,000000
5,056125;20,000000
5,061005;20,000000
5,065886;20,000000
5,070766;20,000000
5,075647;20,000000
5,080527;20,000000
5,085408;20,000000
5,090288;20,000000
5,095168;20,000000
5,100049;20,000000
5,104929;20,000000
5,109810;20,000000
5,114690;20,000000
5,119571;20,000000
5,124451;20,000000
5,129331;20,000000
5,134212;20,000000
5,139092;20,000000
5,143973;20,000000
5,148853;20,000000
5,153734;20,000000
5,158614;20,000000
5,163494;20,000000
5,168375;20,000000
5,173255;20,000000
5,178136;20,000000
5,183016;20,000000
5,187897;20,000000
5,192777;20,000000
5,197657;20,000000
5,202538;20,000000
5,207418;20,000000
5,212299;20,000000
5,217179;20,000000
5,222060;20,000000
5,226940;20,000000
5,231820;20,000000
5,236701;20,000000
5,241581;20,000000
5,246462;20,000000
5,251342;20,000000
5,256223;20,000000
5,261103;20,000000
5,265983;20,000000
5,270864;20,000000
5,275744;20,000000
5,280625;20,000000
5,285505;20,000000
5,290386;20,000000
5,295266;20,000000
5,300146;20,000000
5,305027;20,000000
5,309907;20,000000
5,314788;20,000000
5,319668;20,000000
5,324549;20,000000
5,329429;20,000000
5,334309;20,000000
5,339190;20,000000
5,344070;20,000000
5,348951;20,000000
5,353831;20,000000
5,358712;20,000000
5,363592;20,000000
5,368472;20,000000
5,373353;20,000000
5,378233;20,000000
5,383114;20,000000
5,387994;20,000000
5,392875;20,000000
5,397755;20,000000
5,402635;20,000000
5,407516;20,000000
5,412396;20,000000
5,417277;20,000000
5,422157;20,000000
5,427038;20,000000
5,431918;20,000000
5,436798;20,000000
5,441679;20,000000
5,446559;20,000000
5,451440;20,000000
5,456320;20,000000
5,461201;20,000000
5,466081;20,000000
5,470961;20,000000
5,475842;20,000000
5,480722;20,000000
5,485603;20,000000
5,490483;20,000000
5,495364;20,000000
5,500244;20,000000
5,505124;20,000000
5,510005;20,000000
5,514885;20,000000
5,519766;20,000000
5,524646;20,000000
5,529527;20,000000
5,534407;20,000000
5,539287;20,000000
5,544168;20,000000
5,549048;20,000000
5,553929;20,000000
5,558809;20,000000
5,563690;20,000000
5,568570;20,000000
5,573450;20,000000
5,578331;20,000000
5,583211;20,000000
5,588092;20,000000
5,592972;20,000000
5,597853;20,000000
5,602733;20,000000
5,607613;20,000000
5,612494;20,000000
5,617374;20,000000
5,622255;20,000000
5,627135;20,000000
5,632016;20,000000
5,636896;20,000000
5,641776;20,000000
5,646657;20,000000
5,651537;20,000000
5,656418;20,000000
5,661298;20,000000
5,666179;20,000000
5,671059;20,000000
5,675939;20,000000
5,680820;20,000000
5,685700;20,000000
5,690581;20,000000
5,695461;20,000000
5,700342;20,000000
5,705222;20,000000
5,710102;20,000000
5,714983;20,000000
5,719863;20,000000
5,724744;20,000000
5,729624;20,000000
5,734505;20,000000
5,739385;20,000000
5,744265;20,000000
5,749146;20,000000
5,754026;20,000000
5,758907;20,000000
5,763787;20,000000
5,768668;20,000000
5,773548;20,000000
5,778429;20,000000
5,783309;20,000000
5,788189;20,000000
5,793070;20,000000
5,797950;20,000000
5,802831;20,000000
5,807711;20,000000
5,812592;20,000000
5,817472;20,000000
5,822352;20,000000
5,827233;20,000000
5,832113;20,000000
5,836994;20,000000
5,841874;20,000000
5,846755;20,000000
5,851635;20,000000
5,856515;20,000000
5,861396;20,000000
5,866276;20,000000
5,871157;20,000000
5,876037;20,000000
5,880918;20,000000
5,885798;20,000000
5,890678;20,000000
5,895559;20,000000
5,900439;20,000000
5,905320;20,000000
5,910200;20,000000
5,915081;20,000000
5,919961;20,000000
5,924841;20,000000
5,929722;20,000000
5,934602;20,000000
5,939483;20,000000
5,944363;20,000000
5,949244;20,000000
5,954124;20,000000
5,959004;20,000000
5,963885;20,000000
5,968765;20,000000
5,973646;20,000000
5,978526;20,000000
5,983407;20,000000
5,988287;20,000000
5,993167;20,000000
5,998048;20,000000
6,002928;20,000000
6,007809;20,000000
6,012689;20,000000
6,017570;20,000000
6,022450;20,000000
6,027330;20,000000
6,032211;20,000000
6,037091;20,000000
6,041972;20,000000
6,046852;20,000000
6,051733;20,000000
6,056613;20,000000
6,061493;20,000000
6,066374;20,000000
6,071254;20,000000
6,076135;20,000000
6,081015;20,000000
6,085896;20,000000
6,090776;20,000000
6,095656;20,000000
6,100537;20,000000
6,105417;20,000000
6,110298;20,000000
6,115178;20,000000
6,120059;20,000000
6,124939;20,000000
6,129819;20,000000
6,134700;20,000000
6,139580;20,000000
6,144461;20,000000
