X;Implicit;CrankNicolson
0,000000;100,000000;100,000000
0,166667;83,333333;83,333333
0,333333;66,666667;66,666667
0,500000;50,000000;50,000000
0,666667;33,333333;33,333333
0,833333;16,666667;16,666667
1,000000;0,000000;0,000000
